pc11_s_id,pc11_d_id,d_name,year,footprint_m2,volume_m3,building_count,extent_m2,mean_height_m,builtup_density
22,408,Rajnandgaon,2020,5.173532150501736e7,3.802882212524811e8,826545.2358255956,6.448447813960094e8,7.350649617894039,0.08022910783741906
22,408,Rajnandgaon,2021,5.2427354189217865e7,4.0094631398466367e8,831781.3070400642,6.71580861506097e8,7.647654934818773,0.07806558702647291
22,408,Rajnandgaon,2022,4.860470622866122e7,2.895623166903807e8,928867.7711570051,6.089299969978211e8,5.957495459969093,0.07981985855237007
22,408,Rajnandgaon,2023,5.091778059082243e7,3.0460302739650524e8,976834.6873862797,6.551371579174938e8,5.982252640670041,0.07772079476101838
22,409,Durg,2016,8.383540657762703e7,7.320909127754817e8,1.3135733154673611e6,8.553621032607228e8,8.732478825609384,0.09801159796305961
22,409,Durg,2017,9.075490328050579e7,7.58583808251075e8,1.4316093550867878e6,9.409167620246015e8,8.358598608236512,0.09645370020322042
22,409,Durg,2018,9.194014752931312e7,7.7106100029041e8,1.4107531108333932e6,9.575200644428117e8,8.386553872393712,0.09601902972426359
22,409,Durg,2019,9.53823926245544e7,8.200741122151691e8,1.4833621228177897e6,9.757671721025697e8,8.597751530968164,0.09775118014989757
22,409,Durg,2020,9.549382583660293e7,8.099222647618858e8,1.4684540212627542e6,9.957765135016161e8,8.481409742109644,0.09589885334893264
22,409,Durg,2021,9.666423613184854e7,8.487377247625523e8,1.5011921011586466e6,1.0323955969119064e9,8.78026619488191,0.09363100387195553
22,409,Durg,2022,9.24461000183216e7,6.284629466831819e8,1.7361575926527907e6,9.438286486528913e8,6.798155320328589,0.09794796984629378
22,409,Durg,2023,9.663852282002953e7,6.646137339198563e8,1.819540826394727e6,1.0150118692705232e9,6.877316773121318,0.0952092539464415
22,410,Raipur,2016,9.879648110859841e7,8.826031016233178e8,1.4379102815656408e6,1.0116198286332607e9,8.933547953526288,0.09766166924789962
22,410,Raipur,2017,1.0311792580582872e8,8.371080123071587e8,1.6763979761562718e6,1.0470678645871861e9,8.11796790679668,0.0984825619173058
22,410,Raipur,2018,1.0910609500863759e8,9.283319363205628e8,1.6301260923426843e6,1.1440668984982734e9,8.50852499346686,0.09536688383507344
22,410,Raipur,2019,1.1407748594445987e8,9.820637614089956e8,1.7450151470990966e6,1.1863243029822035e9,8.60874302478165,0.09616045600489666
22,410,Raipur,2020,1.1421371409211203e8,9.822358864055223e8,1.782602084740818e6,1.209911537440165e9,8.599982009282707,0.0943984006746116
22,410,Raipur,2021,1.1722468945024902e8,1.0117204295198003e9,1.8225097733964322e6,1.2591583334288146e9,8.630608741763242,0.09309765605969061
22,410,Raipur,2022,1.1247397398439889e8,7.834610497172116e8,2.0206071200400891e6,1.1978322426288066e9,6.965709683432048,0.09389793493749958
22,410,Raipur,2023,1.1627048081735109e8,8.548502639168451e8,2.0632734863712885e6,1.2702199970969863e9,7.35225534381101,0.09153570332940789
22,411,Mahasamund,2016,2.8799387260726918e7,2.0574262004786697e8,445594.5676870002,3.3887808915672493e8,7.143992967115436,0.08498450676581727
22,411,Mahasamund,2017,2.9765584987260405e7,1.8742223658364913e8,523381.6406140919,3.439011865633464e8,6.296608538480442,0.08655272546370701
22,411,Mahasamund,2018,3.1260860608865734e7,2.226618699867464e8,498609.3256505667,3.867272604083602e8,7.122704418559686,0.08083438590767092
22,411,Mahasamund,2019,3.258627206482318e7,2.3086511039002964e8,530691.9059622368,3.891898439416321e8,7.084735250806676,0.08372847486151318
